"Variable","total_appearance"
"Otu001870",28
"Otu001261",27
"Otu000032",27
"Otu000799",27
"Otu001641",27
"Otu006994",26
"Otu000200",26
"Otu000042",26
"Otu000065",26
"Otu000003",26
"Otu000070",26
"Otu000092",26
"Otu000116",26
"Otu000134",26
"Otu000146",26
"Otu000333",26
"Otu000863",26
"Otu000901",26
"Otu000933",26
"Otu000098",25
"Otu000147",25
"Otu000810",25
"Otu000150",24
"Otu000733",24
"Otu000077",24
"Otu000064",24
"Otu000081",24
"Otu000102",24
"Otu000121",24
"Otu000260",24
"Otu000574",23
"Otu000068",23
"Otu000114",23
"Otu000393",23
"Otu000704",23
"Otu001011",23
"Otu001201",22
"Otu000028",22
"Otu000072",22
"Otu000219",22
"Otu000310",22
"Otu000345",22
"Otu000133",21
"Otu000115",21
"Otu000402",21
"Otu000458",21
"Otu000970",21
"Otu002106",21
"Otu002577",21
"Otu003780",20
"Otu000055",20
"Otu000047",20
"Otu000905",20
"Otu000252",20
"Otu000765",20
"Otu000030",20
"Otu000148",20
"Otu000246",20
"Otu000250",20
"Otu000281",20
"Otu000355",20
"Otu000422",20
"Otu000514",20
"Otu000589",20
"Otu000660",20
"Otu002283",20
"Otu003408",20
"Otu000240",19
"Otu000504",19
"Otu001942",19
"Otu000272",19
"Otu000034",19
"Otu000038",19
"Otu000061",19
"Otu000085",19
"Otu000166",19
"Otu000168",19
"Otu000178",19
"Otu000399",19
"Otu000404",19
"Otu000486",19
"Otu001121",19
"Otu000090",18
"Otu001543",18
"Otu000011",18
"Otu000083",18
"Otu000152",18
"Otu000154",18
"Otu000185",18
"Otu000554",18
"Otu000570",18
"Otu000695",18
"Otu000795",18
"Otu001379",18
"Otu001518",18
"Otu002144",18
"Otu000953",17
"Otu000171",17
"Otu000019",17
"Otu000128",17
"Otu000162",17
"Otu000729",17
"Otu000802",17
"Otu001586",17
"Otu001906",17
"Otu002267",17
"Otu000320",16
"Otu000196",16
"Otu000360",16
"Otu001395",16
"Otu002158",16
"Otu000194",15
"Otu001901",15
"Otu000534",15
"Otu000161",15
"Otu000259",15
"Otu000294",15
"Otu000470",15
"Otu000499",15
"Otu000512",15
"Otu000577",15
"Otu000586",15
"Otu000833",15
"Otu000990",15
"Otu001354",15
"Otu001481",15
"Otu001740",15
"Otu000572",14
"Otu000164",14
"Otu000274",14
"Otu000961",14
"Otu000307",14
"Otu001142",14
"Otu000082",14
"Otu000113",14
"Otu000319",14
"Otu000361",14
"Otu000364",14
"Otu000523",14
"Otu000634",14
"Otu000840",14
"Otu001071",14
"Otu001218",14
"Otu001348",14
"Otu002694",14
"Otu003414",14
"Otu003124",13
"Otu000216",13
"Otu000287",13
"Otu002807",13
"Otu000195",13
"Otu000202",13
"Otu000221",13
"Otu000233",13
"Otu000416",13
"Otu000528",13
"Otu000808",13
"Otu000815",13
"Otu000845",13
"Otu000934",13
"Otu000981",13
"Otu001355",13
"Otu001401",13
"Otu001475",13
"Otu002261",13
"Otu000359",12
"Otu001036",12
"Otu000448",12
"Otu000091",12
"Otu000097",12
"Otu000127",12
"Otu000130",12
"Otu000226",12
"Otu000241",12
"Otu000275",12
"Otu000300",12
"Otu000315",12
"Otu000349",12
"Otu000419",12
"Otu000590",12
"Otu000605",12
"Otu000610",12
"Otu000654",12
"Otu000675",12
"Otu000712",12
"Otu000780",12
"Otu000958",12
"Otu001095",12
"Otu001253",12
"Otu001422",12
"Otu001860",12
"Otu002213",12
"Otu002024",11
"Otu000327",11
"Otu000659",11
"Otu000175",11
"Otu000025",11
"Otu000869",11
"Otu000099",11
"Otu000173",11
"Otu000193",11
"Otu000224",11
"Otu000225",11
"Otu000273",11
"Otu000293",11
"Otu000377",11
"Otu000414",11
"Otu000434",11
"Otu000445",11
"Otu000665",11
"Otu000672",11
"Otu000748",11
"Otu000839",11
"Otu000918",11
"Otu000964",11
"Otu001026",11
"Otu001028",11
"Otu001110",11
"Otu001757",11
"Otu001881",11
"Otu001426",10
"Otu001128",10
"Otu000324",10
"Otu000484",10
"Otu000653",10
"Otu001200",10
"Otu000125",10
"Otu000217",10
"Otu000340",10
"Otu000347",10
"Otu000442",10
"Otu000506",10
"Otu000518",10
"Otu000668",10
"Otu000731",10
"Otu000740",10
"Otu000771",10
"Otu000897",10
"Otu000943",10
"Otu000994",10
"Otu001410",10
"Otu001941",10
"Otu003436",10
"Otu001133",9
"Otu001782",9
"Otu000537",9
"Otu000022",9
"Otu000046",9
"Otu000079",9
"Otu000093",9
"Otu000105",9
"Otu000163",9
"Otu000286",9
"Otu000311",9
"Otu000332",9
"Otu000372",9
"Otu000375",9
"Otu000380",9
"Otu000451",9
"Otu000515",9
"Otu000517",9
"Otu000592",9
"Otu000615",9
"Otu000633",9
"Otu000676",9
"Otu000710",9
"Otu000878",9
"Otu000892",9
"Otu001022",9
"Otu001173",9
"Otu001335",9
"Otu001413",9
"Otu001642",9
"Otu002070",9
"Otu002082",9
"Otu004904",9
"Otu006749",9
"Otu006978",9
"Otu003301",8
"Otu001884",8
"Otu001520",8
"Otu000388",8
"Otu000106",8
"Otu000187",8
"Otu000188",8
"Otu000203",8
"Otu000204",8
"Otu000251",8
"Otu000292",8
"Otu000301",8
"Otu000397",8
"Otu000505",8
"Otu000508",8
"Otu000546",8
"Otu000569",8
"Otu000630",8
"Otu000700",8
"Otu000723",8
"Otu000764",8
"Otu000832",8
"Otu000877",8
"Otu000908",8
"Otu001016",8
"Otu001045",8
"Otu001090",8
"Otu001097",8
"Otu001111",8
"Otu001162",8
"Otu001487",8
"Otu001580",8
"Otu001622",8
"Otu002047",8
"Otu002473",8
"Otu002837",8
"Otu003979",8
"Otu002936",7
"Otu000149",7
"Otu000078",7
"Otu008453",7
"Otu000261",7
"Otu001871",7
"Otu001823",7
"Otu000536",7
"Otu001027",7
"Otu001145",7
"Otu000124",7
"Otu000151",7
"Otu000237",7
"Otu000267",7
"Otu000270",7
"Otu000304",7
"Otu000317",7
"Otu000348",7
"Otu000353",7
"Otu000363",7
"Otu000427",7
"Otu000430",7
"Otu000478",7
"Otu000529",7
"Otu000604",7
"Otu000616",7
"Otu000620",7
"Otu000627",7
"Otu000645",7
"Otu000680",7
"Otu000696",7
"Otu000703",7
"Otu000716",7
"Otu000725",7
"Otu000756",7
"Otu000880",7
"Otu001087",7
"Otu001170",7
"Otu001199",7
"Otu001280",7
"Otu001308",7
"Otu001444",7
"Otu001478",7
"Otu001709",7
"Otu001772",7
"Otu002721",7
"Otu002917",7
"Otu002919",7
"Otu003076",7
"Otu019475",7
"Otu006618",6
"Otu002155",6
"Otu000520",6
"Otu001194",6
"Otu000123",6
"Otu000159",6
"Otu000182",6
"Otu000184",6
"Otu000191",6
"Otu000201",6
"Otu000209",6
"Otu000234",6
"Otu000263",6
"Otu000277",6
"Otu000280",6
"Otu000306",6
"Otu000314",6
"Otu000337",6
"Otu000543",6
"Otu000545",6
"Otu000549",6
"Otu000557",6
"Otu000571",6
"Otu000582",6
"Otu000614",6
"Otu000705",6
"Otu000827",6
"Otu000911",6
"Otu000931",6
"Otu000946",6
"Otu000963",6
"Otu001073",6
"Otu001109",6
"Otu001116",6
"Otu001177",6
"Otu001179",6
"Otu001381",6
"Otu001387",6
"Otu001415",6
"Otu001423",6
"Otu001450",6
"Otu001933",6
"Otu002065",6
"Otu002383",6
"Otu002402",6
"Otu002511",6
"Otu003316",6
"Otu003356",6
"Otu004614",6
"Otu007514",6
"Otu000491",5
"Otu000769",5
"Otu000757",5
"Otu001140",5
"Otu000129",5
"Otu000158",5
"Otu004049",5
"Otu000107",5
"Otu000212",5
"Otu000222",5
"Otu000227",5
"Otu000230",5
"Otu000265",5
"Otu000356",5
"Otu000362",5
"Otu000376",5
"Otu000415",5
"Otu000423",5
"Otu000425",5
"Otu000433",5
"Otu000447",5
"Otu000449",5
"Otu000473",5
"Otu000489",5
"Otu000492",5
"Otu000579",5
"Otu000601",5
"Otu000670",5
"Otu000686",5
"Otu000687",5
"Otu000741",5
"Otu000768",5
"Otu000770",5
"Otu000794",5
"Otu000822",5
"Otu000825",5
"Otu000844",5
"Otu000856",5
"Otu000875",5
"Otu000893",5
"Otu001003",5
"Otu001024",5
"Otu001158",5
"Otu001207",5
"Otu001254",5
"Otu001269",5
"Otu001309",5
"Otu001313",5
"Otu001329",5
"Otu001402",5
"Otu001429",5
"Otu001457",5
"Otu001495",5
"Otu001531",5
"Otu001534",5
"Otu001538",5
"Otu001807",5
"Otu001948",5
"Otu002058",5
"Otu002129",5
"Otu002324",5
"Otu002340",5
"Otu002358",5
"Otu002644",5
"Otu002907",5
"Otu003383",5
"Otu003569",5
"Otu004201",5
"Otu005144",5
"Otu006408",5
"Otu006543",5
"Otu008200",5
"Otu008974",5
"Otu000786",4
"Otu003727",4
"Otu000381",4
"Otu000510",4
"Otu000067",4
"Otu002436",4
"Otu001047",4
"Otu001630",4
"Otu001273",4
"Otu001181",4
"Otu000211",4
"Otu000276",4
"Otu000374",4
"Otu000382",4
"Otu000386",4
"Otu000395",4
"Otu000420",4
"Otu000439",4
"Otu000441",4
"Otu000443",4
"Otu000516",4
"Otu000540",4
"Otu000558",4
"Otu000559",4
"Otu000580",4
"Otu000608",4
"Otu000621",4
"Otu000631",4
"Otu000661",4
"Otu000678",4
"Otu000683",4
"Otu000693",4
"Otu000697",4
"Otu000717",4
"Otu000738",4
"Otu000745",4
"Otu000773",4
"Otu000801",4
"Otu000830",4
"Otu000860",4
"Otu000866",4
"Otu000873",4
"Otu000887",4
"Otu000900",4
"Otu000984",4
"Otu001010",4
"Otu001041",4
"Otu001043",4
"Otu001080",4
"Otu001131",4
"Otu001141",4
"Otu001172",4
"Otu001262",4
"Otu001298",4
"Otu001307",4
"Otu001380",4
"Otu001471",4
"Otu001509",4
"Otu001524",4
"Otu001593",4
"Otu001663",4
"Otu001681",4
"Otu001700",4
"Otu001743",4
"Otu001744",4
"Otu002029",4
"Otu002099",4
"Otu002207",4
"Otu002404",4
"Otu002504",4
"Otu002656",4
"Otu002677",4
"Otu002736",4
"Otu002754",4
"Otu002864",4
"Otu002935",4
"Otu002969",4
"Otu003006",4
"Otu003024",4
"Otu003168",4
"Otu003639",4
"Otu003685",4
"Otu003749",4
"Otu003799",4
"Otu004454",4
"Otu004602",4
"Otu004673",4
"Otu005188",4
"Otu001680",3
"Otu001820",3
"Otu002089",3
"Otu000253",3
"Otu000069",3
"Otu000087",3
"Otu000141",3
"Otu000174",3
"Otu000192",3
"Otu000215",3
"Otu000236",3
"Otu000268",3
"Otu000288",3
"Otu000298",3
"Otu000326",3
"Otu000338",3
"Otu000344",3
"Otu000352",3
"Otu000370",3
"Otu000389",3
"Otu000391",3
"Otu000400",3
"Otu000411",3
"Otu000417",3
"Otu000501",3
"Otu000522",3
"Otu000527",3
"Otu000591",3
"Otu000593",3
"Otu000594",3
"Otu000597",3
"Otu000606",3
"Otu000618",3
"Otu000648",3
"Otu000679",3
"Otu000692",3
"Otu000718",3
"Otu000721",3
"Otu000750",3
"Otu000761",3
"Otu000781",3
"Otu000874",3
"Otu000889",3
"Otu000925",3
"Otu000939",3
"Otu001014",3
"Otu001053",3
"Otu001086",3
"Otu001103",3
"Otu001143",3
"Otu001225",3
"Otu001240",3
"Otu001242",3
"Otu001248",3
"Otu001267",3
"Otu001274",3
"Otu001302",3
"Otu001334",3
"Otu001430",3
"Otu001482",3
"Otu001506",3
"Otu001508",3
"Otu001511",3
"Otu001514",3
"Otu001525",3
"Otu001541",3
"Otu001579",3
"Otu001589",3
"Otu001600",3
"Otu001631",3
"Otu001657",3
"Otu001734",3
"Otu001796",3
"Otu001803",3
"Otu001809",3
"Otu001812",3
"Otu001834",3
"Otu001959",3
"Otu002053",3
"Otu002068",3
"Otu002259",3
"Otu002354",3
"Otu002474",3
"Otu002551",3
"Otu002554",3
"Otu002596",3
"Otu002650",3
"Otu002829",3
"Otu002965",3
"Otu003741",3
"Otu004234",3
"Otu004239",3
"Otu004864",3
"Otu006713",3
"Otu007406",3
"Otu013000",3
"Otu000220",2
"Otu001427",2
"Otu001447",2
"Otu001766",2
"Otu001176",2
"Otu002620",2
"Otu000567",2
"Otu001944",2
"Otu001472",2
"Otu000086",2
"Otu000132",2
"Otu000183",2
"Otu000186",2
"Otu000223",2
"Otu000229",2
"Otu000238",2
"Otu000258",2
"Otu000269",2
"Otu000284",2
"Otu000291",2
"Otu000296",2
"Otu000297",2
"Otu000305",2
"Otu000343",2
"Otu000357",2
"Otu000367",2
"Otu000373",2
"Otu000396",2
"Otu000406",2
"Otu000421",2
"Otu000435",2
"Otu000471",2
"Otu000480",2
"Otu000497",2
"Otu000532",2
"Otu000535",2
"Otu000538",2
"Otu000542",2
"Otu000561",2
"Otu000563",2
"Otu000564",2
"Otu000565",2
"Otu000587",2
"Otu000612",2
"Otu000622",2
"Otu000628",2
"Otu000637",2
"Otu000662",2
"Otu000685",2
"Otu000719",2
"Otu000720",2
"Otu000722",2
"Otu000759",2
"Otu000762",2
"Otu000790",2
"Otu000817",2
"Otu000819",2
"Otu000846",2
"Otu000851",2
"Otu000852",2
"Otu000865",2
"Otu000886",2
"Otu000917",2
"Otu000926",2
"Otu000960",2
"Otu000971",2
"Otu000975",2
"Otu000980",2
"Otu001008",2
"Otu001049",2
"Otu001051",2
"Otu001060",2
"Otu001063",2
"Otu001102",2
"Otu001106",2
"Otu001134",2
"Otu001137",2
"Otu001153",2
"Otu001184",2
"Otu001191",2
"Otu001206",2
"Otu001223",2
"Otu001271",2
"Otu001284",2
"Otu001285",2
"Otu001300",2
"Otu001303",2
"Otu001378",2
"Otu001390",2
"Otu001414",2
"Otu001419",2
"Otu001451",2
"Otu001455",2
"Otu001587",2
"Otu001590",2
"Otu001670",2
"Otu001677",2
"Otu001718",2
"Otu001856",2
"Otu001864",2
"Otu001905",2
"Otu001929",2
"Otu001957",2
"Otu001991",2
"Otu002003",2
"Otu002009",2
"Otu002016",2
"Otu002210",2
"Otu002364",2
"Otu002434",2
"Otu002466",2
"Otu002555",2
"Otu002572",2
"Otu002737",2
"Otu002968",2
"Otu003114",2
"Otu003145",2
"Otu003350",2
"Otu003403",2
"Otu003571",2
"Otu003573",2
"Otu003651",2
"Otu003740",2
"Otu003763",2
"Otu004068",2
"Otu004133",2
"Otu004179",2
"Otu004385",2
"Otu005269",2
"Otu005879",2
"Otu005975",2
"Otu006075",2
"Otu006783",2
"Otu006796",2
"Otu008757",2
"Otu000409",1
"Otu000966",1
"Otu004369",1
"Otu000412",1
"Otu001714",1
"Otu001599",1
"Otu013895",1
"Otu000255",1
"Otu001607",1
"Otu000062",1
"Otu000142",1
"Otu000189",1
"Otu000198",1
"Otu000210",1
"Otu000228",1
"Otu000248",1
"Otu000249",1
"Otu000303",1
"Otu000313",1
"Otu000318",1
"Otu000350",1
"Otu000398",1
"Otu000403",1
"Otu000407",1
"Otu000408",1
"Otu000464",1
"Otu000466",1
"Otu000494",1
"Otu000507",1
"Otu000533",1
"Otu000547",1
"Otu000552",1
"Otu000576",1
"Otu000595",1
"Otu000600",1
"Otu000609",1
"Otu000646",1
"Otu000657",1
"Otu000691",1
"Otu000698",1
"Otu000709",1
"Otu000713",1
"Otu000760",1
"Otu000783",1
"Otu000800",1
"Otu000805",1
"Otu000823",1
"Otu000837",1
"Otu000848",1
"Otu000872",1
"Otu000884",1
"Otu000894",1
"Otu000903",1
"Otu000907",1
"Otu001009",1
"Otu001030",1
"Otu001035",1
"Otu001055",1
"Otu001056",1
"Otu001059",1
"Otu001066",1
"Otu001089",1
"Otu001119",1
"Otu001126",1
"Otu001129",1
"Otu001135",1
"Otu001167",1
"Otu001168",1
"Otu001234",1
"Otu001259",1
"Otu001266",1
"Otu001270",1
"Otu001275",1
"Otu001288",1
"Otu001290",1
"Otu001291",1
"Otu001312",1
"Otu001340",1
"Otu001360",1
"Otu001363",1
"Otu001367",1
"Otu001374",1
"Otu001400",1
"Otu001441",1
"Otu001452",1
"Otu001459",1
"Otu001488",1
"Otu001500",1
"Otu001519",1
"Otu001546",1
"Otu001648",1
"Otu001655",1
"Otu001815",1
"Otu001817",1
"Otu001828",1
"Otu001844",1
"Otu001859",1
"Otu001863",1
"Otu001909",1
"Otu001934",1
"Otu001951",1
"Otu001953",1
"Otu001956",1
"Otu001965",1
"Otu001979",1
"Otu001988",1
"Otu002012",1
"Otu002021",1
"Otu002049",1
"Otu002077",1
"Otu002095",1
"Otu002097",1
"Otu002103",1
"Otu002122",1
"Otu002135",1
"Otu002138",1
"Otu002164",1
"Otu002179",1
"Otu002189",1
"Otu002235",1
"Otu002315",1
"Otu002366",1
"Otu002389",1
"Otu002397",1
"Otu002403",1
"Otu002421",1
"Otu002486",1
"Otu002519",1
"Otu002545",1
"Otu002556",1
"Otu002594",1
"Otu002602",1
"Otu002733",1
"Otu002827",1
"Otu002945",1
"Otu003054",1
"Otu003063",1
"Otu003083",1
"Otu003120",1
"Otu003186",1
"Otu003461",1
"Otu003522",1
"Otu003679",1
"Otu003743",1
"Otu003758",1
"Otu003840",1
"Otu004054",1
"Otu004208",1
"Otu004246",1
"Otu004310",1
"Otu004440",1
"Otu004494",1
"Otu004573",1
"Otu004663",1
"Otu004743",1
"Otu004913",1
"Otu005280",1
"Otu005574",1
"Otu005798",1
"Otu005932",1
"Otu006249",1
"Otu007519",1
"Otu008072",1
"Otu008526",1
"Otu008550",1
"Otu010372",1
"Otu010963",1
"Otu017286",1
"Otu019168",1
"Otu023475",1
"Otu000734",0
"Otu001338",0
"Otu000323",0
"Otu000853",0
"Otu009825",0
"Otu000089",0
"Otu002209",0
"Otu001961",0
"Otu005772",0
"Otu004042",0
"Otu000111",0
"Otu000112",0
"Otu000160",0
"Otu000181",0
"Otu000218",0
"Otu000231",0
"Otu000243",0
"Otu000247",0
"Otu000266",0
"Otu000282",0
"Otu000321",0
"Otu000322",0
"Otu000325",0
"Otu000330",0
"Otu000334",0
"Otu000335",0
"Otu000379",0
"Otu000387",0
"Otu000401",0
"Otu000428",0
"Otu000429",0
"Otu000460",0
"Otu000462",0
"Otu000465",0
"Otu000498",0
"Otu000503",0
"Otu000521",0
"Otu000524",0
"Otu000541",0
"Otu000566",0
"Otu000568",0
"Otu000581",0
"Otu000588",0
"Otu000598",0
"Otu000617",0
"Otu000655",0
"Otu000681",0
"Otu000688",0
"Otu000701",0
"Otu000708",0
"Otu000714",0
"Otu000736",0
"Otu000742",0
"Otu000749",0
"Otu000778",0
"Otu000785",0
"Otu000797",0
"Otu000804",0
"Otu000811",0
"Otu000812",0
"Otu000826",0
"Otu000829",0
"Otu000838",0
"Otu000850",0
"Otu000857",0
"Otu000859",0
"Otu000883",0
"Otu000896",0
"Otu000906",0
"Otu000909",0
"Otu000912",0
"Otu000928",0
"Otu000935",0
"Otu000936",0
"Otu000941",0
"Otu000952",0
"Otu000991",0
"Otu000997",0
"Otu001001",0
"Otu001004",0
"Otu001005",0
"Otu001012",0
"Otu001017",0
"Otu001023",0
"Otu001061",0
"Otu001064",0
"Otu001101",0
"Otu001104",0
"Otu001108",0
"Otu001130",0
"Otu001151",0
"Otu001186",0
"Otu001202",0
"Otu001244",0
"Otu001252",0
"Otu001311",0
"Otu001316",0
"Otu001318",0
"Otu001357",0
"Otu001365",0
"Otu001368",0
"Otu001372",0
"Otu001376",0
"Otu001411",0
"Otu001442",0
"Otu001463",0
"Otu001469",0
"Otu001532",0
"Otu001555",0
"Otu001564",0
"Otu001595",0
"Otu001608",0
"Otu001639",0
"Otu001647",0
"Otu001650",0
"Otu001658",0
"Otu001664",0
"Otu001672",0
"Otu001703",0
"Otu001722",0
"Otu001724",0
"Otu001730",0
"Otu001738",0
"Otu001739",0
"Otu001748",0
"Otu001749",0
"Otu001770",0
"Otu001773",0
"Otu001777",0
"Otu001780",0
"Otu001786",0
"Otu001800",0
"Otu001848",0
"Otu001851",0
"Otu001877",0
"Otu001894",0
"Otu001958",0
"Otu001971",0
"Otu002014",0
"Otu002048",0
"Otu002050",0
"Otu002088",0
"Otu002100",0
"Otu002118",0
"Otu002126",0
"Otu002176",0
"Otu002187",0
"Otu002223",0
"Otu002242",0
"Otu002285",0
"Otu002377",0
"Otu002387",0
"Otu002399",0
"Otu002418",0
"Otu002429",0
"Otu002440",0
"Otu002445",0
"Otu002464",0
"Otu002465",0
"Otu002484",0
"Otu002540",0
"Otu002549",0
"Otu002599",0
"Otu002604",0
"Otu002648",0
"Otu002704",0
"Otu002738",0
"Otu002750",0
"Otu002817",0
"Otu002883",0
"Otu002890",0
"Otu002963",0
"Otu002996",0
"Otu003003",0
"Otu003069",0
"Otu003079",0
"Otu003087",0
"Otu003138",0
"Otu003144",0
"Otu003153",0
"Otu003185",0
"Otu003207",0
"Otu003226",0
"Otu003278",0
"Otu003324",0
"Otu003502",0
"Otu003563",0
"Otu003570",0
"Otu003622",0
"Otu003669",0
"Otu003704",0
"Otu003733",0
"Otu003789",0
"Otu003841",0
"Otu003899",0
"Otu004124",0
"Otu004152",0
"Otu004162",0
"Otu004195",0
"Otu004206",0
"Otu004293",0
"Otu004437",0
"Otu004481",0
"Otu004509",0
"Otu004581",0
"Otu004633",0
"Otu004801",0
"Otu004942",0
"Otu005000",0
"Otu005111",0
"Otu005132",0
"Otu005366",0
"Otu005371",0
"Otu005407",0
"Otu006302",0
"Otu006515",0
"Otu006730",0
"Otu006736",0
"Otu007160",0
"Otu007462",0
"Otu007553",0
"Otu007606",0
"Otu007743",0
"Otu008071",0
"Otu008732",0
"Otu008910",0
"Otu011520",0
"Otu012209",0
"Otu012707",0
"Otu016142",0
"Otu021885",0
