"Variable","total_appearance"
"Otu000118",6
"Otu000739",6
"Otu001870",6
"Otu000456",6
"Otu001179",6
"Otu000577",5
"Otu002504",5
"Otu001242",5
"Otu000835",5
"Otu002100",5
"Otu000192",5
"Otu000675",5
"Otu000964",5
"Otu002340",5
"Otu000610",5
"Otu000687",5
"Otu002267",5
"Otu000678",5
"Otu001796",5
"Otu001170",5
"Otu000887",5
"Otu000878",5
"Otu006713",5
"Otu001906",5
"Otu000546",5
"Otu000598",5
"Otu001254",5
"Otu001172",5
"Otu000433",5
"Otu000292",5
"Otu000201",5
"Otu000327",5
"Otu001820",5
"Otu000473",5
"Otu001579",5
"Otu000162",5
"Otu000443",5
"Otu004440",5
"Otu000152",5
"Otu001024",5
"Otu000581",5
"Otu000225",5
"Otu000469",5
"Otu000822",4
"Otu001086",4
"Otu000679",4
"Otu001312",4
"Otu000799",4
"Otu000888",4
"Otu000748",4
"Otu001303",4
"Otu001607",4
"Otu001298",4
"Otu000158",4
"Otu000097",4
"Otu001335",4
"Otu002677",4
"Otu000202",4
"Otu001329",4
"Otu000337",4
"Otu000633",4
"Otu001010",4
"Otu000430",4
"Otu000078",4
"Otu000174",4
"Otu003727",4
"Otu001028",4
"Otu000219",4
"Otu001162",4
"Otu000771",4
"Otu000272",4
"Otu001524",4
"Otu000742",4
"Otu001546",4
"Otu000093",4
"Otu000316",4
"Otu001199",4
"Otu000233",4
"Otu002511",4
"Otu001680",4
"Otu000593",4
"Otu001060",4
"Otu000409",4
"Otu002464",4
"Otu000448",4
"Otu002968",4
"Otu001017",4
"Otu000800",4
"Otu000958",4
"Otu002577",4
"Otu002837",4
"Otu000670",4
"Otu002935",4
"Otu000848",4
"Otu000357",4
"Otu001109",4
"Otu001770",4
"Otu002486",3
"Otu000582",3
"Otu001447",3
"Otu001677",3
"Otu000873",3
"Otu000608",3
"Otu000282",3
"Otu001495",3
"Otu000415",3
"Otu000226",3
"Otu000400",3
"Otu001471",3
"Otu006994",3
"Otu002445",3
"Otu000720",3
"Otu000750",3
"Otu000886",3
"Otu000374",3
"Otu001441",3
"Otu001593",3
"Otu001106",3
"Otu004201",3
"Otu001481",3
"Otu000601",3
"Otu003780",3
"Otu002472",3
"Otu000700",3
"Otu001807",3
"Otu001395",3
"Otu000380",3
"Otu000434",3
"Otu001207",3
"Otu001134",3
"Otu000971",3
"Otu003461",3
"Otu001519",3
"Otu001944",3
"Otu000422",3
"Otu001877",3
"Otu000783",3
"Otu002048",3
"Otu000383",3
"Otu000953",3
"Otu001589",3
"Otu000406",3
"Otu000933",3
"Otu000571",3
"Otu000832",3
"Otu004864",3
"Otu000160",3
"Otu001173",3
"Otu000401",3
"Otu001357",3
"Otu001400",3
"Otu000439",3
"Otu000769",3
"Otu000427",3
"Otu001340",3
"Otu001757",3
"Otu001586",3
"Otu002644",3
"Otu001097",3
"Otu000436",3
"Otu000140",3
"Otu001718",3
"Otu001670",3
"Otu000305",3
"Otu000132",3
"Otu002047",3
"Otu002144",3
"Otu004634",3
"Otu002077",3
"Otu000372",3
"Otu000917",3
"Otu000107",3
"Otu001450",3
"Otu002596",3
"Otu001307",2
"Otu001520",2
"Otu002259",2
"Otu002103",2
"Otu000721",2
"Otu000893",2
"Otu000137",2
"Otu000265",2
"Otu000863",2
"Otu002620",2
"Otu001119",2
"Otu001905",2
"Otu000343",2
"Otu000719",2
"Otu001026",2
"Otu002315",2
"Otu002358",2
"Otu001129",2
"Otu000534",2
"Otu006618",2
"Otu000231",2
"Otu000844",2
"Otu001580",2
"Otu000558",2
"Otu000142",2
"Otu002864",2
"Otu001658",2
"Otu000594",2
"Otu000931",2
"Otu002283",2
"Otu000527",2
"Otu003356",2
"Otu000529",2
"Otu000172",2
"Otu004068",2
"Otu000062",2
"Otu001004",2
"Otu001379",2
"Otu003436",2
"Otu001270",2
"Otu000622",2
"Otu004633",2
"Otu000379",2
"Otu000729",2
"Otu001488",2
"Otu000318",2
"Otu000198",2
"Otu001457",2
"Otu002261",2
"Otu000086",2
"Otu001387",2
"Otu001200",2
"Otu000681",2
"Otu000483",2
"Otu000697",2
"Otu001901",2
"Otu001380",2
"Otu001035",2
"Otu002403",2
"Otu000386",2
"Otu000889",2
"Otu000961",2
"Otu000609",2
"Otu000291",2
"Otu000408",2
"Otu000538",2
"Otu000963",2
"Otu000466",2
"Otu001469",2
"Otu001958",2
"Otu000266",2
"Otu000263",2
"Otu000738",2
"Otu000251",2
"Otu000175",2
"Otu003749",2
"Otu000359",2
"Otu000224",2
"Otu004246",2
"Otu001681",2
"Otu000350",2
"Otu000631",2
"Otu000745",2
"Otu000787",2
"Otu004162",2
"Otu000533",1
"Otu000186",1
"Otu000440",1
"Otu000900",1
"Otu000574",1
"Otu000067",1
"Otu002594",1
"Otu001817",1
"Otu001909",1
"Otu000389",1
"Otu000332",1
"Otu002556",1
"Otu000381",1
"Otu005932",1
"Otu006749",1
"Otu001402",1
"Otu000425",1
"Otu000298",1
"Otu001703",1
"Otu000564",1
"Otu000370",1
"Otu003124",1
"Otu001700",1
"Otu000435",1
"Otu001514",1
"Otu000360",1
"Otu001815",1
"Otu000397",1
"Otu005772",1
"Otu001595",1
"Otu000615",1
"Otu000364",1
"Otu002003",1
"Otu002965",1
"Otu000532",1
"Otu001110",1
"Otu000860",1
"Otu000709",1
"Otu001053",1
"Otu001956",1
"Otu000600",1
"Otu000399",1
"Otu001012",1
"Otu005798",1
"Otu000637",1
"Otu003316",1
"Otu000403",1
"Otu001433",1
"Otu001812",1
"Otu000141",1
"Otu002418",1
"Otu002807",1
"Otu000367",1
"Otu000852",1
"Otu000760",1
"Otu000412",1
"Otu000195",1
"Otu001777",1
"Otu000421",1
"Otu000552",1
"Otu000628",1
"Otu000757",1
"Otu001600",1
"Otu000801",1
"Otu001655",1
"Otu001080",1
"Otu000691",1
"Otu000280",1
"Otu004310",1
"Otu002555",1
"Otu001724",1
"Otu000391",1
"Otu002235",1
"Otu007514",1
"Otu002082",1
"Otu001414",1
"Otu002736",1
"Otu000683",1
"Otu000768",1
"Otu001714",1
"Otu000281",1
"Otu001043",1
"Otu002106",1
"Otu001275",1
"Otu001302",1
"Otu001953",1
"Otu003138",1
"Otu001429",1
"Otu004904",1
"Otu001181",1
"Otu000966",1
"Otu001534",1
"Otu000545",1
"Otu000952",1
"Otu002016",1
"Otu000253",1
"Otu000661",1
"Otu000984",1
"Otu001244",1
"Otu002210",1
"Otu008072",1
"Otu004801",1
"Otu000668",1
"Otu000313",1
"Otu001991",1
"Otu007406",1
"Otu000686",1
"Otu004581",1
"Otu001555",1
"Otu000319",1
"Otu003573",1
"Otu002285",1
"Otu003226",1
"Otu000591",1
"Otu000230",1
"Otu000845",1
"Otu002694",1
"Otu000429",1
"Otu000255",1
"Otu000181",1
"Otu001311",1
"Otu001430",1
"Otu001511",1
"Otu004494",1
"Otu001313",1
"Otu000856",1
"Otu000830",1
"Otu000508",1
"Otu001168",1
"Otu000618",1
"Otu003563",1
"Otu000939",1
"Otu000356",1
"Otu001463",1
"Otu000685",1
"Otu000373",1
"Otu006075",1
"Otu000210",1
"Otu006978",1
"Otu000111",1
"Otu000112",1
"Otu000352",1
"Otu000597",1
"Otu000696",1
"Otu001023",1
"Otu001225",1
"Otu003651",1
"Otu017286",1
"Otu000321",0
"Otu002065",0
"Otu001631",0
"Otu000935",0
"Otu001191",0
"Otu000815",0
"Otu000925",0
"Otu004454",0
"Otu003024",0
"Otu002029",0
"Otu000576",0
"Otu001108",0
"Otu002009",0
"Otu003740",0
"Otu003979",0
"Otu000464",0
"Otu001290",0
"Otu002187",0
"Otu008526",0
"Otu001073",0
"Otu001740",0
"Otu000471",0
"Otu000445",0
"Otu003840",0
"Otu000549",0
"Otu000812",0
"Otu001047",0
"Otu000243",0
"Otu000785",0
"Otu001722",0
"Otu000825",0
"Otu012707",0
"Otu001167",0
"Otu003685",0
"Otu001851",0
"Otu000227",0
"Otu001101",0
"Otu001452",0
"Otu001786",0
"Otu000247",0
"Otu001291",0
"Otu000323",0
"Otu000805",0
"Otu004042",0
"Otu001274",0
"Otu001223",0
"Otu000568",0
"Otu000238",0
"Otu001442",0
"Otu000470",0
"Otu000909",0
"Otu004208",0
"Otu008732",0
"Otu004942",0
"Otu001259",0
"Otu002070",0
"Otu003571",0
"Otu001121",0
"Otu000540",0
"Otu004614",0
"Otu000325",0
"Otu001367",0
"Otu000587",0
"Otu000705",0
"Otu000794",0
"Otu001030",0
"Otu001176",0
"Otu001766",0
"Otu002404",0
"Otu004573",0
"Otu000566",0
"Otu000833",0
"Otu000223",0
"Otu001390",0
"Otu000723",0
"Otu001859",0
"Otu001971",0
"Otu000851",0
"Otu004673",0
"Otu005280",0
"Otu000460",0
"Otu001063",0
"Otu000698",0
"Otu001318",0
"Otu001059",0
"Otu001158",0
"Otu002399",0
"Otu003145",0
"Otu000713",0
"Otu002049",0
"Otu002223",0
"Otu001269",0
"Otu000676",0
"Otu013000",0
"Otu000823",0
"Otu001871",0
"Otu001143",0
"Otu002827",0
"Otu003350",0
"Otu000535",0
"Otu001979",0
"Otu000451",0
"Otu002754",0
"Otu010372",0
"Otu001531",0
"Otu000975",0
"Otu001564",0
"Otu000630",0
"Otu001541",0
"Otu001001",0
"Otu003414",0
"Otu002402",0
"Otu000646",0
"Otu003083",0
"Otu002058",0
"Otu008071",0
"Otu003383",0
"Otu000797",0
"Otu000817",0
"Otu012209",0
"Otu001860",0
"Otu002434",0
"Otu002012",0
"Otu002014",0
"Otu003789",0
"Otu002733",0
"Otu001647",0
"Otu001014",0
"Otu000237",0
"Otu000853",0
"Otu000362",0
"Otu002737",0
"Otu001064",0
"Otu000764",0
"Otu000894",0
"Otu000260",0
"Otu001961",0
"Otu008974",0
"Otu000510",0
"Otu000625",0
"Otu000846",0
"Otu001365",0
"Otu000344",0
"Otu005366",0
"Otu002738",0
"Otu001071",0
"Otu001455",0
"Otu005879",0
"Otu002209",0
"Otu000790",0
"Otu002099",0
"Otu003622",0
"Otu000465",0
"Otu000565",0
"Otu003569",0
"Otu001780",0
"Otu002387",0
"Otu001368",0
"Otu000838",0
"Otu001413",0
"Otu003403",0
"Otu003741",0
"Otu019475",0
"Otu001672",0
"Otu002945",0
"Otu002466",0
"Otu001360",0
"Otu001744",0
"Otu001055",0
"Otu001056",0
"Otu002474",0
"Otu001135",0
"Otu001234",0
"Otu001482",0
"Otu002366",0
"Otu003114",0
"Otu002397",0
"Otu000941",0
"Otu000655",0
"Otu004234",0
"Otu001354",0
"Otu002554",0
"Otu001844",0
"Otu001355",0
"Otu004124",0
"Otu003733",0
"Otu001894",0
"Otu000773",0
"Otu001738",0
"Otu002089",0
"Otu001285",0
"Otu003799",0
"Otu004293",0
"Otu000810",0
"Otu000997",0
"Otu001475",0
"Otu001288",0
"Otu001338",0
"Otu000693",0
"Otu001316",0
"Otu001248",0
"Otu000414",0
"Otu006408",0
"Otu000480",0
"Otu000991",0
"Otu000387",0
"Otu000411",0
"Otu000928",0
"Otu001252",0
"Otu004509",0
"Otu006302",0
"Otu002097",0
"Otu001863",0
"Otu000524",0
"Otu000990",0
"Otu000936",0
"Otu000314",0
"Otu001664",0
"Otu002213",0
"Otu000338",0
"Otu001381",0
"Otu002095",0
"Otu001103",0
"Otu003301",0
"Otu000595",0
"Otu001009",0
"Otu000741",0
"Otu002917",0
"Otu003207",0
"Otu000648",0
"Otu002138",0
"Otu000462",0
"Otu000492",0
"Otu000501",0
"Otu000218",0
"Otu001273",0
"Otu004913",0
"Otu004385",0
"Otu003144",0
"Otu000382",0
"Otu002883",0
"Otu000736",0
"Otu000229",0
"Otu002179",0
"Otu001153",0
"Otu003679",0
"Otu001730",0
"Otu000827",0
"Otu004437",0
"Otu002324",0
"Otu004743",0
"Otu002602",0
"Otu001104",0
"Otu000837",0
"Otu000388",0
"Otu000759",0
"Otu003076",0
"Otu004179",0
"Otu023475",0
"Otu004152",0
"Otu001948",0
"Otu000089",0
"Otu000708",0
"Otu002465",0
"Otu002440",0
"Otu002377",0
"Otu001061",0
"Otu007519",0
"Otu001459",0
"Otu010963",0
"Otu002024",0
"Otu001856",0
"Otu002721",0
"Otu000896",0
"Otu000811",0
"Otu000662",0
"Otu005144",0
"Otu001622",0
"Otu001809",0
"Otu001749",0
"Otu000522",0
"Otu003063",0
"Otu005188",0
"Otu001045",0
"Otu000541",0
"Otu000521",0
"Otu000507",0
"Otu002919",0
"Otu003120",0
"Otu001472",0
"Otu001008",0
"Otu001608",0
"Otu000612",0
"Otu001590",0
"Otu005975",0
"Otu002118",0
"Otu000749",0
"Otu000659",0
"Otu003704",0
"Otu001772",0
"Otu003003",0
"Otu000592",0
"Otu001734",0
"Otu001773",0
"Otu000865",0
"Otu000330",0
"Otu001271",0
"Otu000252",0
"Otu001151",0
"Otu000428",0
"Otu001426",0
"Otu001427",0
"Otu004602",0
"Otu002158",0
"Otu007606",0
"Otu000288",0
"Otu003570",0
"Otu000819",0
"Otu000874",0
"Otu004054",0
"Otu001130",0
"Otu002155",0
"Otu000248",0
"Otu001525",0
"Otu001965",0
"Otu006796",0
"Otu008200",0
"Otu000829",0
"Otu001650",0
"Otu002364",0
"Otu001005",0
"Otu000303",0
"Otu000722",0
"Otu000353",0
"Otu004049",0
"Otu005371",0
"Otu000334",0
"Otu001419",0
"Otu001834",0
"Otu003278",0
"Otu003186",0
"Otu002907",0
"Otu000883",0
"Otu001206",0
"Otu001411",0
"Otu003185",0
"Otu000884",0
"Otu003639",0
"Otu003006",0
"Otu003763",0
"Otu002189",0
"Otu003054",0
"Otu000970",0
"Otu001363",0
"Otu004369",0
"Otu000567",0
"Otu000494",0
"Otu002540",0
"Otu000189",0
"Otu001532",0
"Otu002088",0
"Otu001739",0
"Otu002996",0
"Otu002599",0
"Otu003087",0
"Otu005269",0
"Otu001599",0
"Otu003669",0
"Otu003168",0
"Otu001051",0
"Otu005132",0
"Otu003899",0
"Otu000907",0
"Otu002969",0
"Otu003153",0
"Otu000249",0
"Otu008453",0
"Otu003522",0
"Otu008910",0
"Otu002053",0
"Otu000804",0
"Otu008757",0
"Otu002389",0
"Otu007160",0
"Otu001864",0
"Otu000498",0
"Otu000717",0
"Otu001506",0
"Otu002648",0
"Otu001131",0
"Otu003502",0
"Otu002551",0
"Otu002829",0
"Otu000520",0
"Otu000503",0
"Otu000563",0
"Otu000826",0
"Otu001308",0
"Otu001587",0
"Otu001782",0
"Otu002890",0
"Otu000228",0
"Otu000688",0
"Otu001663",0
"Otu000903",0
"Otu001202",0
"Otu001884",0
"Otu002549",0
"Otu003079",0
"Otu002436",0
"Otu002656",0
"Otu001066",0
"Otu005000",0
"Otu002135",0
"Otu006730",0
"Otu001748",0
"Otu002545",0
"Otu001186",0
"Otu000912",0
"Otu001372",0
"Otu002242",0
"Otu000396",0
"Otu000657",0
"Otu001267",0
"Otu001500",0
"Otu002021",0
"Otu001003",0
"Otu001951",0
"Otu002817",0
"Otu007553",0
"Otu001240",0
"Otu004195",0
"Otu001988",0
"Otu002750",0
"Otu002650",0
"Otu021885",0
"Otu001126",0
"Otu001538",0
"Otu000322",0
"Otu001800",0
"Otu000718",0
"Otu005574",0
"Otu000703",0
"Otu001509",0
"Otu000778",0
"Otu000606",0
"Otu000857",0
"Otu001089",0
"Otu000398",0
"Otu004206",0
"Otu000296",0
"Otu001648",0
"Otu001137",0
"Otu000859",0
"Otu008550",0
"Otu000306",0
"Otu000335",0
"Otu000416",0
"Otu000442",0
"Otu000497",0
"Otu000506",0
"Otu000542",0
"Otu000559",0
"Otu000561",0
"Otu000580",0
"Otu000588",0
"Otu000617",0
"Otu000701",0
"Otu000714",0
"Otu000734",0
"Otu000762",0
"Otu000850",0
"Otu000906",0
"Otu000946",0
"Otu001049",0
"Otu001184",0
"Otu001266",0
"Otu001300",0
"Otu001334",0
"Otu001376",0
"Otu001378",0
"Otu001508",0
"Otu001639",0
"Otu001709",0
"Otu001743",0
"Otu001848",0
"Otu001934",0
"Otu002050",0
"Otu002122",0
"Otu002126",0
"Otu002164",0
"Otu002176",0
"Otu002207",0
"Otu002421",0
"Otu002429",0
"Otu002473",0
"Otu002484",0
"Otu002519",0
"Otu002572",0
"Otu002604",0
"Otu002704",0
"Otu002936",0
"Otu002963",0
"Otu003069",0
"Otu003324",0
"Otu003743",0
"Otu003758",0
"Otu003841",0
"Otu004133",0
"Otu004239",0
"Otu004481",0
"Otu004663",0
"Otu005111",0
"Otu005407",0
"Otu006249",0
"Otu006515",0
"Otu006736",0
"Otu006783",0
"Otu007462",0
"Otu007743",0
"Otu009825",0
"Otu011520",0
"Otu013895",0
"Otu016142",0
"Otu019168",0
